Nombre Municipio o Total Provincial y/o CC.AA.;Código INE;Población  2012;Población  2011;Población  2010;Población  2009;Población  2008;Población  2007;Población  2006;Población  2005;Población varones;Población mujeres;Población españoles;Población extranjeros;Variación población 07-12 (Absoluta);Variación población españoles 07-12 (absoluta);Variación población extranjera 07-12 (absoluta);Variación población 07-12 (%);Ritmo de crecimiento medio anual de la población 07-12;Extensión (km2);Paro registrado en % s/población potencialmente activa 2012;% Paro de varones;% Paro de mujeres;% Paro de 16 a 24 años;% Paro de 25 a 49 años;% Paro de 50 a 64 años;Cuota de mercado  2012 ;Teléfonos  fijos 2012;Variación teléfonos fijos 07-12 (%);Líneas de banda ancha  2012;Vehículos de motor  2012;Automóviles  2012;Camiones y furgonetas  2012;Otros vehículos de motor 2012;Motocicletas;Autobuses;Tractores  industriales;Resto vehículos de motor;Variación total vehículos de motor 07-12 (%);Variación automóviles 07-12 (%);Variación camiones y furgonetas 07-12 (%);Variación otros vehículos de motor 07-12 (%);Oficinas de entidades de depósito  2013;Variación oficinas entidades de depósito 08-13 (Absoluta);Actividades industriales (industria y construcción);Actividades industriales: industria;Energía y agua;"Extracción y transf. min.energ y deriv.; ind.quím";"Industrias transf. de metales; mec. precisión";Industrias manufactureras;Actividades industriales: construcción;Variación actividades industriales 07-12 (%);Actividades comerciales mayoristas;"Materias primas agrarias; alim., bebidas y tabaco";Textiles, confección, calzado y artículos de cuero;"Productos farmac; perfum. y mant. hogar";Comercio al por mayor de art. consumo duradero;Comercio al por mayor interindustrial;Otro comercio al por mayor interindustrial;Otro comercio al por mayor no especificado;Variación actividades comerciales mayoristas 07-12 (%);Actividades comerciales minoristas  2012;Act. com. alimentación;Act. com. tradicional;Act. com. supermercados;Act. com. total no alimentación;Act. com vestido y calzado;Act. com. hogar;Act. com. resto no alimentación;Act. com. c. mixto y otros;Act. com. grandes almacenes;Act. com. hipermercados;Act. com. almacenes populares;Act. com. ambulante y mercadillos;Act. com otro comercio;Variación actividades comerciales minoristas 07-12 (%);Superficie-m2 actividades comerciales minoristas;Superficie-m2 alimentación;Superficie-m2 com. tradicional alim.;Superficie-m2 supermercados;Superficie-m2 total no alimentación;Superficie-m2 vestido y calzado;Superficie-m2 hogar;Superficie-m2 resto no alimentación;Superficie-m2 c. mixto y otros;Superficie-m2 grandes almacenes;Superficie-m2 hipermercados;Superficie-m2 almacenes populares;Superficie-m2 otro comercio;Centros comerciales;Superficie-m2 Centros comerciales  2012;Actividades de restauración y bares;Variación actividades de restauración y bares 07-12 (%);Índice industrial;Índice comercial;Índice comercial mayorista;Índice comercial minorista;Índice de restauración y bares;Índice turístico;Índice turístico 2006;Índice actividad económica;Índice actividad económica 2006
Pallaresos (Els);43100;4.387;4.265;4.126;3.991;3.828;3.538;3.346;3.144;2.231;2.156;4.277;110;849;809;40;24,0;4,4;5;9,2;7,5;11,4;6,2;9,6;9,7;8;1.307;3,0;1.036;3.467;2.298;391;746;523;0;54;201;25,3;25,5;11,4;33,2;2;0;51;14;0;2;4;8;37;3,3;4;2;0;0;1;0;1;0;-42,9;16;6;5;1;5;0;3;2;5;0;0;1;0;4;-30,4;1.956;350;100;250;901;0;674;227;705;0;0;500;205;0;n.d.;4;-71,4;13;2;1;3;1;0;0;6;3
Pallejà;08157;11.255;11.272;11.263;11.134;11.011;10.819;10.535;10.192;5.683;5.572;10.583;672;436;475;-39;4,0;0,8;8;10,8;9,8;11,7;5,3;11,0;13,2;22;4.629;1,8;2.831;8.420;5.418;1.092;1.888;1.048;24;67;771;12,9;9,7;5,6;28,2;7;0;145;56;2;5;24;25;89;-20,0;38;13;0;2;3;2;15;3;15,2;76;18;12;6;54;6;9;39;4;0;0;0;1;3;-34,5;15.834;4.960;325;4.635;10.409;162;1.604;8.643;465;0;0;0;465;0;n.d.;35;-26,4;9;17;27;10;13;1;0;12;12
Papiol (El);08158;4.014;3.941;3.937;3.900;3.828;3.781;3.733;3.686;1.979;2.035;3.725;289;233;215;18;6,2;1,2;9;11,9;11,5;12,8;5,4;12,6;14,1;9;1.738;-5,9;1.087;3.584;2.053;795;739;390;0;22;324;-2,5;6,8;-1,6;-22,1;3;0;159;112;1;22;44;45;47;-6,2;53;11;4;4;7;4;16;7;-13,6;37;13;9;4;15;0;4;11;9;0;0;0;2;7;-43,8;6.764;4.063;3.243;820;2.207;0;33;2.174;494;0;0;0;494;0;n.d.;5;-75,0;17;14;27;4;2;0;0;10;12
Parcent;03100;1.131;1.123;1.085;1.081;1.066;1.061;1.019;960;555;576;628;503;70;-23;93;6,6;1,3;12;9,7;12,8;6,5;9,6;12,1;6,9;2;377;-21,0;191;932;582;165;188;86;4;0;95;0,4;-1,2;1,9;4,5;1;0;33;9;3;0;2;4;24;-9,8;3;3;0;0;0;0;0;0;50,0;12;3;2;1;5;0;4;1;4;0;0;0;0;4;-41,5;1.408;387;17;370;738;0;674;64;283;0;0;0;283;0;n.d.;5;-61,5;1;1;2;0;1;0;0;1;1
Parets del Vallès;08159;18.492;18.113;17.805;17.632;17.224;16.720;16.413;16.202;9.348;9.144;17.078;1.414;1.772;1.493;279;10,6;2,0;9;12,7;11,8;14,1;8,0;12,5;15,8;37;7.175;4,5;3.888;13.666;9.516;2.004;2.149;1.251;1;125;769;6,6;6,9;2,0;10,4;15;-4;395;198;5;28;92;73;197;-6,2;111;11;6;9;25;17;31;12;18,3;164;40;35;5;108;14;14;80;16;0;0;0;3;13;-37,8;39.877;3.218;1.535;1.683;33.246;467;3.310;29.469;3.413;0;0;0;3.413;0;n.d.;57;-21,8;155;38;69;15;21;0;1;79;83
Paso (El);38027;7.874;7.947;7.837;7.815;7.698;7.514;7.505;7.404;3.937;3.937;6.575;1.299;360;135;225;4,8;0,9;136;19,7;19,0;20,1;10,9;21,8;20,6;18;2.431;-3,2;1.325;7.147;4.171;2.166;788;362;1;99;348;9,7;7,9;7,8;27,2;4;0;85;38;2;7;8;21;47;-20,9;18;7;0;0;4;0;5;2;-5,6;80;14;12;2;57;11;15;31;9;0;1;0;1;7;-21,4;12.525;241;218;23;6.983;328;4.229;2.426;5.301;0;2.500;0;2.801;0;n.d.;29;-20,5;4;9;8;10;6;12;24;5;5
Paterna;46190;67.356;66.948;65.921;64.023;61.941;59.043;57.343;54.560;33.581;33.775;61.441;5.915;8.313;6.882;1.431;14,1;2,7;36;17,4;16,6;18,0;12,1;18,5;17,5;135;30.512;21,2;18.877;44.808;31.438;6.065;7.396;3.909;52;414;2.930;12,1;14,2;4,3;10,4;45;-13;939;512;42;55;167;248;427;-1,4;380;79;29;22;63;31;113;43;-1,8;714;236;214;22;423;57;118;248;55;0;1;1;9;44;-22,4;122.152;38.797;5.378;33.419;62.198;2.950;24.203;35.045;21.157;0;17.000;1.939;2.218;2;67.025;285;-1,0;223;188;302;100;114;67;48;158;149
Paterna de Rivera;11025;5.662;5.653;5.680;5.610;5.578;5.520;5.443;5.354;2.910;2.752;5.611;51;142;133;9;2,6;0,5;14;32,0;32,7;30,9;25,6;35,9;26,4;10;568;-18,1;273;3.556;2.173;532;853;182;4;8;657;9,9;14,4;0,2;5,6;2;0;24;8;0;0;4;4;16;-40,9;8;6;0;0;0;1;1;0;-11,1;54;15;11;4;20;3;7;10;19;0;0;2;1;16;-44,8;5.420;2.326;1.772;554;2.175;148;1.526;501;919;0;0;539;380;0;n.d.;23;-20,0;1;4;3;5;5;0;1;2;3
Paterna del Campo;21056;3.611;3.688;3.745;3.784;3.764;3.736;3.763;3.729;1.851;1.760;3.573;38;-125;-129;4;-3,3;-0,7;132;8,8;10,6;6,4;10,6;9,4;6,6;7;694;-13,8;466;2.797;1.730;522;559;165;8;4;368;8,5;10,2;-0,8;13,1;3;0;34;18;1;2;7;8;16;9,1;6;4;0;0;1;0;1;0;-28,6;36;11;9;2;21;3;8;10;4;0;0;0;0;4;-44,8;1.903;283;123;160;1.429;138;638;653;191;0;0;0;191;0;n.d.;6;-40,0;1;2;2;3;1;0;0;1;2
Paymogo;21057;1.293;1.308;1.306;1.318;1.306;1.292;1.273;1.290;641;652;1.241;52;1;-20;21;0,1;0,0;213;19,5;19,9;18,7;12,1;24,9;13,7;3;241;-19,1;84;944;496;192;249;49;5;3;199;10,7;11,5;10,3;9,4;1;0;8;3;1;0;0;2;5;-38,5;1;1;0;0;0;0;0;0;0,0;23;7;7;0;8;1;2;5;8;0;0;0;0;8;-40,4;1.486;524;524;0;514;52;319;143;448;0;0;0;448;0;n.d.;4;-50,0;0;1;0;1;1;0;0;0;0
Pechina;04074;3.746;3.748;3.720;3.690;3.614;3.514;3.463;3.307;1.895;1.851;3.399;347;232;143;89;6,6;1,3;46;21,0;21,5;20,4;14,8;22,7;21,1;7;789;-9,6;581;2.987;1.702;500;776;297;0;19;469;11,3;14,2;0,8;12,5;2;0;42;15;1;2;5;7;27;-5,9;6;3;0;0;0;0;3;0;-12,5;24;12;10;2;9;2;2;5;3;0;0;0;0;3;-44,1;1.337;790;390;400;465;49;363;53;82;0;0;0;82;0;n.d.;8;-50,0;1;2;2;2;1;1;1;1;2
Pedralba;46191;2.970;3.011;2.869;2.831;2.793;2.637;2.476;2.492;1.584;1.386;2.312;658;333;148;185;12,6;2,4;59;14,8;14,3;14,5;11,2;16,2;13,6;6;726;-25,9;260;2.451;1.288;521;634;197;0;22;423;10,1;13,6;5,9;7,0;3;0;43;16;2;6;3;5;27;-5,9;10;8;0;1;0;0;0;1;0,0;42;13;10;3;16;2;2;12;13;0;0;0;0;13;-21,0;3.361;331;211;120;2.096;66;846;1.184;934;0;0;0;934;0;n.d.;10;-50,0;1;3;4;3;2;0;1;2;2
Pedreguer;03101;7.751;7.659;7.603;7.602;7.480;7.097;6.857;6.733;3.832;3.919;5.598;2.153;654;195;459;9,2;1,8;30;15,3;16,5;14,2;8,3;17,3;14,8;17;2.690;-18,6;1.437;7.130;4.261;1.285;1.586;516;7;9;1.052;7,2;8,9;0,5;8,6;8;1;262;70;4;4;17;45;192;-23,7;63;24;14;7;5;1;10;2;-5,6;112;36;30;6;68;6;20;42;8;0;0;0;3;5;-36,6;26.836;3.251;516;2.735;23.196;198;10.946;12.052;389;0;0;0;389;0;n.d.;42;-26,2;9;19;30;11;9;2;3;11;14
Pedro Martínez;18152;1.272;1.273;1.293;1.158;1.144;1.189;1.217;1.254;618;654;1.230;42;83;59;24;7,0;1,4;137;8,8;8,5;8,9;8,0;11,0;5,0;3;342;-5,7;103;974;649;199;127;43;0;2;81;1,1;-5,5;16,4;20,0;1;0;23;17;11;0;3;3;6;0,0;2;2;0;0;0;0;0;0;-33,3;8;3;3;0;5;0;2;3;0;0;0;0;0;0;-30,8;544;238;238;0;306;0;152;154;0;0;0;0;0;0;n.d.;4;-42,9;0;1;1;0;1;0;0;0;0
Pego;03102;11.029;11.116;11.208;11.133;11.043;10.878;10.721;10.781;5.640;5.389;8.689;2.340;151;-151;302;1,4;0,3;53;13,2;13,7;12,1;9,2;15,1;11,7;23;4.161;8,8;2.492;8.708;5.247;1.517;1.966;708;1;70;1.165;2,5;5,2;-6,6;3,5;7;-3;278;59;6;12;14;27;219;-22,9;42;27;1;1;2;4;6;1;-15,7;158;50;32;18;94;17;24;53;14;0;0;1;6;7;-26,2;21.813;12.997;343;12.654;5.805;989;1.575;3.241;3.011;0;0;693;2.318;0;n.d.;36;-42,4;11;18;18;19;10;5;4;14;18
Peligros;18153;11.059;11.021;11.000;10.910;10.848;10.597;10.385;10.037;5.512;5.547;10.758;301;462;361;101;4,4;0,9;10;17,9;18,1;17,7;12,6;20,1;16,4;25;4.787;-6,1;3.005;9.905;5.583;1.851;2.554;958;25;94;1.394;11,6;10,4;4,4;20,9;9;1;215;120;5;15;34;66;95;-22,1;143;33;5;11;36;11;33;14;-19,6;180;35;31;4;135;8;41;86;10;0;0;0;3;7;-40,9;49.937;8.535;2.197;6.338;41.055;506;14.073;26.476;347;0;0;0;347;0;n.d.;48;-24,3;15;44;80;16;12;1;2;24;23
Peníscola/Peñíscola;12089;8.214;8.094;8.051;7.894;7.560;6.884;6.432;6.149;4.223;3.991;5.074;3.140;1.330;474;856;19,3;3,6;79;8,8;9,2;8,4;6,5;9,3;8,8;17;3.480;-2,8;1.271;5.799;3.289;883;1.614;681;2;11;933;12,4;12,0;2,1;19,7;9;-3;181;23;5;2;8;8;158;-19,0;21;14;2;0;2;0;2;1;-12,0;148;69;63;6;68;8;29;31;11;0;0;1;4;6;-28,5;12.562;6.666;1.106;5.560;4.486;408;2.974;1.104;1.410;0;0;656;754;0;n.d.;105;-28,2;10;8;9;8;20;328;282;19;20
Perafort;43103;1.264;1.230;1.218;1.154;1.099;996;901;802;665;599;1.160;104;268;221;47;26,9;4,9;10;8,6;7,3;10,5;4,1;8,8;10,1;3;460;10,5;299;1.134;700;205;208;160;0;4;65;21,9;20,5;17,8;30,9;1;0;24;14;1;7;2;4;10;9,1;3;1;0;0;0;0;1;1;-25,0;14;8;8;0;5;0;0;5;1;0;0;0;0;1;-44,7;1.277;292;292;0;907;0;0;907;78;0;0;0;78;0;n.d.;4;-66,7;115;1;1;1;1;1;1;40;37
Peralada;17132;1.888;1.846;1.826;1.805;1.762;1.693;1.625;1.558;949;939;1.604;284;195;135;60;11,5;2,2;44;4,9;3,7;6,5;1,0;6,1;4,6;4;808;-1,4;398;1.761;1.050;349;344;191;0;6;165;17,6;13,4;17,1;32,6;3;0;56;18;3;3;2;10;38;-6,1;10;4;0;0;2;2;2;0;11,1;17;10;10;0;6;0;1;5;1;0;0;0;0;1;-65,0;1.158;732;732;0;392;0;129;263;34;0;0;0;34;0;n.d.;20;-16,7;4;2;4;1;3;8;19;26;29
Perelló (El);43104;3.378;3.336;3.303;3.235;3.140;2.895;2.504;2.355;1.794;1.584;2.133;1.245;483;105;378;16,7;3,1;101;6,6;7,8;5,1;4,2;6,5;7,9;8;919;-8,6;396;2.958;1.438;913;597;256;3;17;331;6,3;8,0;2,7;7,8;2;-1;57;23;5;0;6;12;34;12,6;16;10;0;1;0;0;5;0;-5,6;47;19;19;0;13;2;6;5;15;0;0;0;5;10;-26,6;2.298;1.238;1.238;0;404;35;248;121;656;0;0;0;656;0;n.d.;6;-66,7;13;4;5;3;1;7;0;6;5
Periana;29079;3.560;3.570;3.602;3.611;3.600;3.525;3.524;3.447;1.856;1.704;2.989;571;35;-155;190;1,0;0,2;59;16,3;20,1;12,3;17,4;19,2;10,0;8;785;-22,9;300;2.925;1.534;858;521;145;1;23;364;12,2;11,0;10,6;18,7;2;0;36;9;0;0;4;5;27;-6,8;7;7;0;0;0;0;0;0;-30,0;35;10;9;1;16;1;10;5;9;0;0;0;1;8;-38,1;3.367;141;111;30;2.649;86;2.205;358;577;0;0;0;577;0;n.d.;7;-61,1;2;3;3;4;1;0;1;1;2
Petra;07041;2.908;2.919;2.928;2.886;2.856;2.787;2.744;2.707;1.439;1.469;2.502;406;121;-23;144;4,3;0,9;70;8,9;10,1;7,6;6,0;11,2;5,8;6;888;-18,4;451;2.806;1.709;479;611;240;10;10;358;6,7;7,8;5,3;5,1;3;0;124;51;2;16;5;28;73;-7,6;16;8;2;1;1;0;3;1;-6,3;25;3;1;2;18;4;4;10;4;0;0;0;0;4;-32,9;2.017;381;35;346;1.181;78;759;344;455;0;0;0;455;0;n.d.;8;-63,6;4;4;6;3;2;0;0;3;4
Petrer;03104;34.697;34.726;34.634;34.523;34.109;33.486;33.026;32.388;17.311;17.386;33.506;1.191;1.211;1.218;-7;3,6;0,7;104;23,8;19,2;28,4;15,3;23,5;29,9;68;11.968;6,6;7.211;23.160;15.424;2.961;4.819;2.084;3;51;2.637;6,5;8,3;-0,4;5,2;19;-4;535;342;12;12;33;285;193;-24,3;177;16;79;6;4;3;61;8;-10,6;529;161;151;10;321;74;75;172;47;0;2;6;18;21;-22,2;92.134;15.011;4.195;10.816;53.654;6.920;15.674;31.060;23.469;0;17.000;4.446;2.023;2;42.378;153;-15,9;37;82;97;72;62;2;2;39;50
Petrés;46192;1.019;1.024;995;973;971;951;924;891;504;515;914;105;68;36;32;7,2;1,4;2;15,7;15,1;16,3;7,3;17,7;16,1;2;270;-18,2;163;796;560;77;159;92;0;5;62;12,1;9,2;2,7;30,3;1;0;6;1;0;0;0;1;5;-12,5;0;0;0;0;0;0;0;0;0,0;7;5;5;0;2;0;0;2;0;0;0;0;0;0;-55,8;570;448;448;0;122;0;9;113;0;0;0;0;0;0;n.d.;0;-100,0;0;0;0;0;0;0;0;0;0
Peza (La);18154;1.293;1.303;1.341;1.366;1.383;1.381;1.367;1.381;682;611;1.273;20;-88;-98;10;-6,4;-1,3;101;15,6;15,9;15,0;6,5;20,0;13,2;3;300;-14,4;80;1.031;561;275;180;74;0;8;113;12,8;10,2;7,0;31,8;1;0;18;5;0;1;1;3;13;-16,7;5;0;0;0;1;0;4;0;0,0;10;2;1;1;5;0;2;3;3;0;0;0;0;3;-23,7;878;102;4;98;650;0;295;355;126;0;0;0;126;0;n.d.;4;-55,6;1;1;2;1;1;0;0;1;1
Picanya;46193;11.319;11.261;11.137;11.053;10.861;10.543;10.278;10.057;5.559;5.760;10.458;861;776;608;168;7,4;1,4;7;14,2;13,2;15,1;8,8;15,8;14,0;23;5.111;21,9;3.351;7.573;5.117;1.204;1.246;709;30;144;369;8,0;9,0;-2,3;15,2;9;-1;122;66;8;5;16;37;56;-7,2;97;28;9;7;17;2;24;10;-19,7;138;50;45;5;78;6;22;50;10;0;0;0;0;10;-30,6;22.771;11.196;2.840;8.356;10.983;391;2.549;8.043;592;0;0;0;592;0;n.d.;37;-28,6;18;29;47;15;13;2;3;16;18
Picassent;46194;20.265;20.087;19.944;19.786;19.385;18.556;17.848;17.375;10.254;10.011;18.930;1.335;1.709;1.500;209;9,2;1,8;86;16,6;16,8;16,5;13,5;17,3;16,5;42;8.637;14,2;5.144;13.604;9.456;1.894;2.278;974;28;63;1.189;9,2;11,2;1,3;8,0;16;-1;260;135;8;22;19;86;125;-22,3;83;25;6;2;17;3;24;6;-13,1;262;102;96;6;138;16;33;89;22;0;0;1;5;16;-40,4;38.607;19.246;4.108;15.138;17.738;1.320;5.785;10.633;1.623;0;0;500;1.123;0;n.d.;74;-28,8;38;36;54;23;27;1;0;27;29
Piera;08161;15.009;14.867;14.576;14.324;14.025;13.652;12.951;12.230;7.652;7.357;13.942;1.067;1.357;1.050;307;9,9;1,9;57;15,2;13,8;16,9;9,8;14,9;19,0;30;6.097;5,9;3.763;10.990;7.088;1.850;2.061;1.050;1;52;949;14,7;17,1;8,1;13,2;7;0;234;70;2;6;15;47;164;-14,7;15;5;1;0;1;2;5;1;-30,4;155;43;36;7;100;11;26;63;12;0;0;0;3;9;-32,5;17.347;4.712;1.392;3.320;11.700;902;3.787;7.011;935;0;0;0;935;0;n.d.;43;-25,4;9;11;8;14;11;0;0;10;13
Pilar de la Horadada;03902;23.403;22.967;22.555;22.050;21.424;20.338;19.578;18.051;12.063;11.340;12.324;11.079;3.065;1.097;1.968;15,1;2,8;78;9,9;10,4;9,5;4,2;12,6;7,8;47;8.501;-3,2;5.541;14.417;9.844;2.508;2.066;848;0;51;1.166;12,0;14,0;6,0;10,5;16;-3;280;73;4;13;18;38;207;-27,0;34;22;0;5;1;0;5;1;6,3;302;72;61;11;183;24;59;100;47;0;0;3;33;11;-30,7;57.573;19.444;2.250;17.194;34.494;2.052;16.147;16.295;3.635;0;0;2.084;1.551;0;n.d.;92;-19,4;13;28;22;33;29;6;4;20;24
Piles;46195;2.877;2.853;2.842;2.878;2.773;2.664;2.573;2.446;1.467;1.410;2.302;575;213;120;93;8,0;1,6;4;14,2;13,2;15,3;10,7;16,2;11,4;6;906;-12,9;436;2.207;1.343;323;530;181;0;3;357;11,6;10,4;9,1;16,1;5;0;47;12;1;0;3;8;35;-19,4;16;13;0;2;1;0;0;0;-19,0;23;13;9;4;7;1;4;2;3;0;0;0;1;2;-40,3;4.126;3.056;255;2.801;1.029;54;808;167;41;0;0;0;41;0;n.d.;16;-44,8;1;4;6;3;2;0;0;2;3
Pinar (El);18910;1.034;1.009;1.011;1.039;1.052;1.067;1.088;1.125;517;517;958;76;-33;-54;21;-3,1;-0,6;38;17,6;19,7;15,7;10,9;22,6;13,1;2;229;-25,4;85;777;427;219;131;43;0;8;80;13,3;15,1;-0,5;37,9;1;0;9;5;0;2;0;3;4;-18,2;5;4;0;1;0;0;0;0;0,0;9;3;1;2;3;0;0;3;3;0;0;0;0;3;-25,0;473;197;3;194;116;0;0;116;160;0;0;0;160;0;n.d.;2;-71,4;0;1;2;1;0;0;1;1;1
Pinar de El Hierro (El);38901;1.854;1.804;1.801;1.888;1.874;n.d.;n.d.;0;952;902;1.595;259;n.d.;1.595;259;n.d.;n.d.;85;17,9;16,4;21,3;12,7;19,5;17,5;3;674;n.s.;322;284;155;101;21;15;0;0;13;n.d.;n.d.;n.d.;n.d.;2;n.d.;9;4;0;0;2;2;5;0,0;2;1;1;0;0;0;0;0;n.s.;13;7;4;3;5;1;1;3;1;0;0;0;0;1;n.d.;724;646;155;491;73;5;20;48;5;0;0;0;5;0;n.d.;7;n.d.;0;1;1;1;1;9;n.d.;1;n.d.
Pineda de Mar;08163;26.066;26.040;25.893;26.203;25.931;25.568;25.504;24.702;13.087;12.979;21.621;4.445;498;134;364;1,9;0,4;10;16,0;16,1;15,4;8,1;17,0;18,0;53;10.017;-0,4;5.192;18.384;11.194;3.135;4.073;1.984;25;69;1.977;5,7;6,3;4,2;5,3;15;-6;383;163;1;5;23;134;220;-25,2;73;19;19;4;10;2;16;3;-22,0;372;109;94;15;224;41;60;123;39;0;0;1;16;22;-23,8;42.840;17.334;3.750;13.584;21.655;1.485;7.479;12.691;3.851;0;0;100;3.751;0;n.d.;156;-10,1;17;39;47;33;51;132;114;37;34
Pinell de Brai (El);43106;1.124;1.133;1.135;1.130;1.132;1.126;1.112;1.099;568;556;1.001;123;-2;-36;34;-0,2;0,0;57;9,9;11,4;7,8;8,3;9,9;10,5;3;376;-11,2;181;901;451;260;197;64;0;10;116;10,7;8,7;14,0;11,1;1;0;35;19;0;6;4;9;16;2,6;0;0;0;0;0;0;0;0;0,0;17;6;6;0;5;1;1;3;6;0;0;0;0;6;-31,3;1.999;293;293;0;1.313;38;101;1.174;393;0;0;0;393;0;n.d.;5;-58,3;1;1;0;1;1;0;0;1;1
Pinós (el)/Pinoso;03105;7.908;7.904;7.909;7.689;7.623;7.442;7.315;7.072;3.990;3.918;6.609;1.299;466;38;428;6,3;1,2;126;15,9;15,3;16,5;8,3;17,8;16,7;16;1.010;-52,4;380;5.987;3.645;1.340;997;422;0;71;509;8,3;7,2;5,9;16,5;6;-1;145;96;1;29;7;59;49;-26,5;32;10;11;0;1;3;7;0;-13,5;112;34;29;5;65;11;15;39;13;0;0;1;4;8;-36,8;9.125;2.722;680;2.042;5.342;41;1.789;3.512;1.061;0;0;130;931;0;n.d.;32;-27,7;37;11;12;11;9;2;2;17;18
Pinos Genil;18157;1.409;1.363;1.289;1.262;1.249;1.252;1.252;1.262;738;671;1.349;60;157;127;30;12,5;2,4;14;13,8;13,8;14,8;9,0;15,9;12,1;3;413;-8,0;282;1.498;812;304;381;193;3;4;182;15,0;15,5;29,9;4,4;0;-1;28;14;1;5;1;7;14;15,4;5;2;0;0;2;0;1;0;25,0;9;4;4;0;4;0;1;3;1;0;0;0;0;1;-63,1;510;406;406;0;88;0;10;78;16;0;0;0;16;0;n.d.;7;-50,0;3;1;3;0;1;1;4;2;2
Pinos Puente;18158;13.115;13.314;13.421;13.515;13.551;13.540;13.450;13.319;6.595;6.520;12.818;297;-425;-534;109;-3,1;-0,6;98;17,7;21,3;13,6;14,2;21,2;13,3;27;4.463;8,0;2.834;10.893;6.414;1.674;2.784;863;5;99;1.838;6,8;5,9;1,6;12,3;9;-2;108;59;3;7;19;30;49;-14,1;36;25;0;4;2;2;3;0;-29,1;160;48;30;18;92;10;28;54;20;0;0;0;4;16;-31,6;23.660;6.427;450;5.977;15.074;1.315;6.904;6.855;2.159;0;0;0;2.159;0;n.d.;58;-22,8;11;16;14;18;19;1;3;11;12
Píñar;18159;1.283;1.299;1.314;1.306;1.271;1.358;1.362;1.368;709;574;1.185;98;-75;-83;8;-5,5;-1,1;126;11,9;11,1;12,7;6,5;17,0;6,6;3;289;-17,5;87;1.178;677;261;231;50;0;2;188;18,8;19,0;11,5;27,0;2;0;10;6;0;0;2;4;4;0,0;2;2;0;0;0;0;0;0;0,0;12;5;4;1;4;1;0;3;3;0;0;0;0;3;-28,9;641;418;63;355;212;61;0;151;11;0;0;0;11;0;n.d.;8;-36,4;3;1;1;1;1;0;2;1;0
Pizarra;29080;9.269;9.137;8.990;8.785;8.652;8.129;7.812;7.555;4.742;4.527;8.374;895;1.140;865;275;14,0;2,7;64;22,1;21,4;23,4;19,1;23,5;20,4;17;1.651;-11,0;1.024;6.492;3.683;1.252;1.560;437;2;19;1.099;13,8;19,2;9,2;6,0;4;0;83;35;0;4;8;23;48;-7,0;18;11;1;0;2;0;3;1;-14,3;87;27;20;7;52;9;11;32;8;0;0;2;1;5;-38,2;10.489;2.686;406;2.280;7.595;412;3.611;3.572;208;0;0;103;105;0;n.d.;29;-27,3;5;8;8;9;7;0;4;5;5
Pla de Santa Maria (El);43108;2.375;2.385;2.371;2.309;2.213;2.045;2.009;1.903;1.251;1.124;2.151;224;330;222;108;16,1;3,0;35;15,0;13,5;16,6;9,4;16,0;16,0;5;766;-1,4;455;1.906;1.163;403;335;144;3;7;186;17,5;18,1;14,5;19,3;2;0;51;33;1;7;8;17;18;27,3;10;3;2;0;1;1;2;1;-25,0;22;7;7;0;11;1;5;5;4;0;0;0;1;3;-58,9;3.155;797;797;0;2.158;89;1.489;580;200;0;0;0;200;0;n.d.;4;-73,3;42;2;3;1;1;0;0;15;14
Pla del Penedès (El);08164;1.198;1.145;1.103;1.041;1.004;891;931;906;608;590;1.089;109;307;257;50;34,5;6,1;9;10,4;11,3;10,3;5,4;11,4;10,0;3;534;11,3;274;990;638;193;155;90;0;1;68;15,3;18,4;7,2;13,6;1;0;44;23;0;2;6;15;21;-3,9;12;7;0;3;1;0;0;1;-14,3;15;7;7;0;5;1;1;3;3;0;0;0;1;2;-40,8;3.738;216;216;0;3.234;486;148;2.600;288;0;0;0;288;0;n.d.;3;-25,0;2;2;5;0;1;0;0;2;1
Planes d'Hostoles (Les);17133;1.701;1.708;1.727;1.756;1.795;1.809;1.798;1.754;861;840;1.515;186;-108;-142;34;-6,0;-1,2;37;11,9;10,8;12,9;4,6;10,5;16,9;4;732;-1,9;334;1.645;1.011;352;291;165;0;3;114;0,6;0,3;1,7;0,0;1;-2;63;29;1;0;6;22;34;-4,1;6;2;0;1;1;0;2;0;0,0;33;14;12;2;12;1;3;8;7;0;0;0;1;6;-26,1;2.503;1.085;355;730;1.205;11;571;623;213;0;0;0;213;0;n.d.;10;-33,3;3;2;2;2;2;1;1;2;3
Pliego;30032;4.051;4.027;4.045;4.034;4.032;3.864;3.713;3.622;2.093;1.958;3.520;531;187;83;104;4,8;0,9;29;14,7;14,0;15,6;9,6;15,1;17,5;8;323;-63,2;81;3.392;1.842;623;914;209;0;64;654;11,5;10,9;10,3;13,7;4;0;38;13;2;0;7;4;25;5,3;15;13;0;0;1;0;1;0;-5,6;56;22;21;1;25;1;12;12;9;0;0;0;3;6;-35,5;3.760;1.013;613;400;2.511;82;1.525;904;236;0;0;0;236;0;n.d.;9;-62,5;1;5;5;4;2;0;0;3;3
